original_field,original_value,translated_field,translated_value
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00cc', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00d2', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00d8', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00e4', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00f6', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0102', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0108', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0150', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0156', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0162', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x040a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0413', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0419', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0422', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x014a', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x038b', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0391', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0397', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x039d', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03a3', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03a9', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03af', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03bd', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff60', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03c9', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff60', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0385', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff60', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0047', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x004d', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0053', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x005f', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0065', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x006b', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0071', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0077', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x007d', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0083', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0089', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x008f', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0095', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x009b', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00a1', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00a7', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'65': [{'size': 16, 'raw': ['0x1007', '0x0041', '0x0802', '0x0001', '0x000b', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00b7', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'65': [{'size': 16, 'raw': ['0x1007', '0x0041', '0x0802', '0x0001', '0x000b', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00c3', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'65': [{'size': 16, 'raw': ['0x1007', '0x0041', '0x0802', '0x0001', '0x000b', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00c9', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'65': [{'size': 16, 'raw': ['0x1007', '0x0041', '0x0802', '0x0001', '0x000b', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00cf', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'65': [{'size': 16, 'raw': ['0x1007', '0x0041', '0x0802', '0x0001', '0x000b', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00db', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0060', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0078', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x007e', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0084', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00ae', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00c6', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x010e', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0114', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x011a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0120', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0195', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x019b', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0003', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0009', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x000f', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0015', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x001b', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0027', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x002d', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0033', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0039', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x003f', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0045', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0053', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
